0	1	2	3	4	5	6	7	8	9	10
出售滨河花园毛坯两室有证能分期	滨河花苑	巩义东区-中心	住宅	2室2厅1卫	93.2平米	毛坯	高/6	南北	2008年	4828元/平米
天玺华府 小三室 带车位		巩义东区-中心	住宅	3室2厅1卫	89平米	毛坯	底/26	南北	2016年	6742元/平米
有证，滨河三室两厅 97平，拎包入住！	滨河花苑	巩义东区-中心	住宅	3室2厅1卫	97平米	简单装修	底/11	南北	2004年	6186元/平米
朗曼新城 新装修现房	朗曼新城	巩义东区-中心	住宅	3室2厅2卫	136平米	豪华装修	高/30	南北	2017年	8824元/平米
世博一品城 中间楼层 采光超好房型正气 首付55万 看房随时	世博一品城	巩义东区-中心	住宅	3室2厅2卫	124平米	毛坯	低/26	东	2016年	6694元/平米
双气 有证 精装房出售		巩义市区-中心	住宅	4室2厅1卫	113平米	豪华装修	高/6	东南	1995年	4071元/平米
售楼部一手房，正和紫荆城可分期3室2厅2卫	正和紫荆城	巩义东区-中心	住宅	3室2厅2卫	133平米	毛坯	低/26	南北	2016年	5865元/平米
宋陵公园东门口有证四楼三室出售		巩义东区-中心	住宅	3室2厅1卫	120平米	简单装修	中/6	东南	1998年	3333元/平米
出售拖厂南苑 三室两厅 简单装修 全款	拖厂南苑	巩义市区-中心	住宅	3室2厅1卫	100平米	简单装修	/	东	2010年	4200元/平米
出售宇华小区130平精装三室 45万		巩义市区-周边	住宅	3室2厅2卫	130平米	豪华装修	中/6	南北	2002年	3462元/平米
星月二期住房5600元/㎡低价出售		巩义市区-中心	住宅	3室2厅2卫	152平米	毛坯	15/28	南北	2010年	5592元/平米
桐本路家具日杂公司家属楼 四房 可随时过户		巩义东区-中心	住宅	4室2厅2卫	133平米	简单装修	4/6		年	2556元/平米
桐本路江南城	卓泰江南城	巩义市区-中心	住宅	4室2厅2卫	140平米	豪华装修	/	南北	2010年	面议/平米
出售浪漫新城 四室二厅两卫 毛坯房 双梯双气 按揭已还完	朗曼新城	巩义东区-中心	住宅	4室2厅2卫	175平米	毛坯	26/32	南北	2013年	6571元/平米
限期1个月抢购建业1号城邦现房	建业壹号城邦	巩义东区-中心	住宅	3室2厅2卫	121平米	毛坯	32/33	南北	2013年	6398元/平米
森海玉波苑 小3室 有证可过户	森海玉波苑西区	巩义东区-中心	住宅	3室2厅1卫	97平米	简单装修	3/6		2010年	5567元/平米
锦江国际花园 可分期！132平精装修三室两厅两卫！76万！	锦江国际花园	巩义东区-中心	住宅	3室2厅2卫	132平米	豪华装修	底/12	南北	2010年	5758元/平米
有证可分期，现代城两室，首付18万，拎包入住	东方现代城北苑	巩义东区-中心	住宅	2室2厅1卫	95平米	豪华装修	中/26	南北	2010年	6105元/平米
出售桦树世家半地下室一间	华树世家	巩义市区-中心	住宅	1室0厅0卫	20平米	简单装修	-1/6	南	2008年	3000元/平米
鸿运嘉苑小区大三房出售		巩义东区-中心	住宅	3室2厅2卫	150平米	毛坯	2/7	南北	2010年	6000元/平米
东区东润峰景97平现房精装修	东润峰景	巩义东区-中心	住宅	2室2厅1卫	96.32平米	豪华装修	0/0	南北	2015年	面议/平米
急售杜甫路工行家属楼		巩义市区-周边	住宅	3室1厅1卫	100平米	简单装修	6/6		年	面议/平米
诚售华树世家3楼3室2厅2卫144平方	华树世家	巩义市区-中心	住宅	3室2厅2卫	144平米	简单装修	3/6		2005年	5694元/平米
文化街有房产证3室27万元		巩义市区-中心	住宅	3室1厅1卫	110平米	简单装修	5/6	南北	2000年	2455元/平米
教委家属楼3室29万元有证！新装！带露台		巩义东区-中心	住宅	3室1厅1卫	90平米	简单装修	2/4	南北	1991年	3222元/平米
德丰·香榭里2室1厅1卫57万元	德丰香榭里	巩义市区-中心	住宅	2室1厅1卫	78.48平米	中等装修	14/22	南北	2014年	7263元/平米
首付25！！豪华复式洋房！！华树世家	华树世家	巩义市区-中心	住宅	5室3厅3卫	175平米	中等装修	5/6	南北	2000年	5029元/平米
常庄小区3室2厅1卫31万元		巩义市区-中心	住宅	3室2厅1卫	106平米	简单装修	4/6	南北	1996年	2925元/平米
智慧苑3室1厅1卫28万元	智慧苑	巩义市区-中心	住宅	3室1厅1卫	99平米	简单装修	7/7	南北	2000年	2828元/平米
南环路电业局 3室1厅1卫 120平米		巩义市区-周边	住宅	3室1厅1卫	120平米	简单装修	高/7	南北	2000年	2083元/平米
巩义市人民西路172号 3室2厅1卫		巩义市区-中心	住宅	3室2厅1卫	140平米	中等装修	4/7	南北	2000年	3286元/平米
商城华府 毛坯 三室 中间楼层 纯南户型	尚城华府	巩义东区-中心	住宅	3室2厅1卫	115平米	毛坯	底/18	南	2014年	5913元/平米
出售陇海花园三室简装南北通透价格便宜有证可分期	陇海花苑	巩义市区-中心	住宅	3室2厅2卫	128平米	简单装修	2/6	南北	2005年	5313元/平米
星月广场旁 德丰香榭里 双气两房 有证 随时过户62万	德丰香榭里	巩义市区-中心	住宅	2室2厅1卫	92平米	毛坯	8/27	南北	2011年	6739元/平米
恒星皇家花园5室2厅2卫112万元一次性！	恒星皇家花园	巩义东区-中心	住宅	5室2厅2卫	200平米	毛坯	中/20	南北	2011年	5600元/平米
世博一品城2室2厅1卫56万元一次性付款	世博一品城	巩义东区-中心	住宅	2室2厅1卫	85平米	毛坯	/	南	2014年	6588元/平米
恒星皇家花园3室2厅2卫91万元可分期	恒星皇家花园	巩义东区-中心	住宅	3室2厅2卫	131平米	毛坯	中/27	东	2012年	6947元/平米
世博一品城3室2厅2卫84万元分期首付48w	世博一品城	巩义东区-中心	住宅	3室2厅2卫	124平米	毛坯	中/20	南	年	6774元/平米
大首领3室2厅2卫82万元	大首领	巩义市区-中心	住宅	3室2厅2卫	127平米	中等装修	3/6	南北	2005年	6457元/平米
出售物资大世界计委家属院五楼三室两厅		巩义市区-中心	住宅	3室2厅2卫	135平米	中等装修	高/6	南北	2000年	2222元/平米
出售东方现代城精装修两室有证可分期	东方现代城北苑	巩义东区-中心	住宅	2室2厅1卫	93平米	豪华装修	15/26	南北	2011年	6237元/平米
龙泉花园3室2厅首付25万，月供3000元+	龙泉花园	巩义市区-中心	住宅	3室2厅3卫	123平米	豪华装修	13/26	南北	2010年	6911元/平米
出售：华树世家精装修4室有证可分期	华树世家	巩义市区-中心	住宅	4室2厅2卫	143平米	中等装修	2/6	南北	2008年	5944元/平米
巩义德丰香榭里 1室1厅1卫 45平米	德丰香榭里	巩义市区-中心	住宅	1室1厅1卫	45平米	简单装修	中/27	南北	2010年	6000元/平米
郑州周边巩义东方现代城 3室2厅2卫 128平米	东方现代城北苑	巩义东区-中心	住宅	3室2厅2卫	128平米	简单装修	低/6	南北	2005年	5625元/平米
出售朗曼新城一期五号楼 3室2厅2卫	朗曼新城	巩义东区-中心	住宅	3室2厅2卫	138平米	毛坯	高/28	东	2012年	6884元/平米
盛隆购物广场金城大厦 3室2厅2卫	金城大厦	巩义市区-中心	住宅	3室2厅2卫	180平米	简单装修	8/16	南北	2008年	3500元/平米
急卖海盛花园一套房产三室精装有证可分期	海盛花园	巩义市区-中心	住宅	3室2厅2卫	136平米	简单装修	5/6	南北	2008年	6103元/平米
巩义朗曼新城 1室1厅1卫 53平米(准现房)	朗曼新城	巩义东区-中心	住宅	1室1厅1卫	53平米	毛坯	高/16	南北	2015年	6792元/平米
有证可分期！华树世家91平精装修复式小三室出售 53万！	华树世家	巩义市区-中心	住宅	3室2厅1卫	91平米	豪华装修	高/7	南北	2008年	5824元/平米
锦江国际花园 可分期！132平精装修三室两厅两卫！76万！	锦江国际花园	巩义东区-中心	住宅	3室2厅2卫	132平米	豪华装修	底/12	南北	2010年	5758元/平米
出售：星月一期毛坯三室套房手续齐全可以过户	中孚花园	巩义市区-中心	住宅	3室2厅2卫	128平米	毛坯	高/6	南北	2007年	4297元/平米
只要是三十万！ 有房产证 里沟小学对面 四室两天两卫出售 速	紫荆花园	巩义市区-中心	住宅	4室2厅2卫	148平米	豪华装修	高/6	南北	2004年	3243元/平米
售颐豪园，中等装修，楼层好，采光好，三室两厅，一梯两户，急售	颐豪园	巩义东区-中心	住宅	3室2厅2卫	147平米	简单装修	中/6	南北	2012年	3946元/平米
出售拖厂南苑 三室两厅 简单装修 全款	拖厂南苑	巩义市区-中心	住宅	3室2厅1卫	100平米	简单装修	高/6	东	2008年	4200元/平米
有证可分期首付25万陇海花园128平三室看房随时	陇海花苑	巩义市区-中心	住宅	3室2厅2卫	128平米	简单装修	底/6	南北	2018年	5625元/平米
出售东润峰景119平三室 毛坯现房 可分期		巩义东区-中心	住宅	3室2厅1卫	119平米	毛坯	中/26	南北	2015年	6723元/平米
出售三室两厅双卫学区电梯房	锦江国际花园	巩义东区-中心	住宅	3室2厅2卫	143平米	毛坯	7/13	南北	2011年	6993元/平米
星月附近出售套房4室2厅-一楼		巩义市区-中心	住宅	4室2厅2卫	130平米	简单装修	1/6	南北	2005年	3231元/平米
南河渡三室两厅两卫126平新房出售		河洛镇-镇中心	住宅	3室2厅2卫	126平米	毛坯	6/6	南北	2015年	952元/平米
出售森海玉波苑，双气，三室两厅一卫，一梯两户，户型好，公摊小	森海玉波苑东区	巩义东区-中心	住宅	3室2厅1卫	117平米	毛坯	/	南北	2013年	5812元/平米
新鑫小区 现房出售 电梯六楼 非顶楼		巩义东区-中心	住宅	3室2厅2卫	128平米	毛坯	/	南北	2016年	5313元/平米
宋陵公园东门口有证四楼三室出售		巩义市区-中心	住宅	3室2厅1卫	120平米	简单装修	中/6	东南	1998年	3333元/平米
精装修一次性明阳花园两室两厅一卫116平，仅售38万！	明阳花园	巩义市区-中心	住宅	2室2厅1卫	116平米	豪华装修	高/7	南北	2008年	3276元/平米
清河园 四室两厅电梯房 46万	清河湾	巩义市区-中心	住宅	4室2厅2卫	153平米	毛坯	中/11	南北	2014年	3529元/平米
出售商城华府115平毛坯三室随时看房！	尚城华府	巩义东区-中心	住宅	3室2厅1卫	115平米	毛坯	底/18	南北	2010年	5739元/平米
首付只要17万 森海玉波苑 稀 缺小三室 出售 介意顶楼勿扰	森海玉波苑东区	巩义东区-中心	住宅	3室2厅1卫	104平米	简单装修	6/6	南北	2011年	5385元/平米
出售陇海花园三室简装二楼有证可分期	陇海花苑	巩义市区-中心	住宅	3室2厅2卫	128平米	简单装修	底/6	南北	2005年	5625元/平米
浪漫新城别墅出售	朗曼新城	巩义东区-中心	别墅	8室4厅2卫	300平米	毛坯	1/3		年	7667元/平米
东区颐豪园	颐豪园	巩义东区-中心	住宅	3室2厅1卫	147平米	毛坯	20/14	南北	2013年	5034元/平米
东方现代城北苑8楼，精装修出售	东方现代城北苑	巩义东区-中心	住宅	2室2厅1卫	91平米	豪华装修	8/20	南北	2016年	7692元/平米
县医院对面金城大厦8楼便宜出售		巩义市区-中心	住宅	3室2厅2卫	180平米	简单装修	8/16	南北	年	3500元/平米
东区房子出售	紫荆花园	巩义东区-中心	住宅	4室2厅2卫	155平米	毛坯	6/7	南北	2000年	面议/平米
丹尼斯附近三居室低价出售		巩义市区-中心	住宅	3室1厅1卫	100平米	简单装修	5/6	南北	2005年	2100元/平米
新兴路两室一厅急售		巩义市区-中心	住宅	2室1厅1卫	70平米	中等装修	高层/6	南北	2000年	2571元/平米
限期1个月抢购建业1号城邦现房	建业壹号城邦	巩义东区-中心	住宅	3室2厅1卫	121平米	毛坯	32/33	南北	2016年	6398元/平米
翠提湾超大观景房 南北通透的户型	翠堤湾	巩义市区-中心	住宅	3室2厅2卫	135平米	豪华装修	高/17	南北	2014年	6074元/平米
明阳花园三期精装修三室二厅仅售38万	明阳花园	巩义市区-中心	住宅	3室2厅1卫	116平米	豪华装修	高/7	南北	2005年	3276元/平米
急售市区 新华小区小三室，有证可过户。全款32万	新华小区	巩义市区-中心	住宅	3室2厅1卫	98平米	简单装修	中层/6	南北	1995年	3265元/平米
卓泰江南城 带楼顶花园新装修房出售	卓泰江南城	巩义市区-中心	住宅	4室2厅1卫	120平米	简单装修	高层/6	南北	1996年	3500元/平米
出售:紫荆花园4室2厅，简装双气，复式套房，有证可分期	紫荆花园	巩义市区-中心	住宅	4室2厅2卫	163平米	简单装修	高层/7	南北	2004年	3988元/平米
出售东区三室简装空房双气南北通透价格便宜	滨河花苑	巩义东区-中心	住宅	3室2厅1卫	97平米	简单装修	低/11	南北	2004年	5979元/平米
市中心 146平 4室2厅 精装	中孚花园	巩义市区-中心	住宅	4室2厅1卫	146平米	豪华装修	中层/6	南北	2008年	4110元/平米
出售森海玉波苑，双气，三室两厅一卫，一梯两户，户型好，公摊小	森海玉波苑东区	巩义东区-中心	公寓	3室2厅1卫	117平米	毛坯	高层/11	南北	2013年	5812元/平米
拖厂南苑 127平 有证可分期		巩义市区-中心	公寓	3室2厅1卫	126平米	简单装修	高层/6	南北	2006年	4444元/平米
明阳花园三期精装修三室二厅仅售38万	明阳花园	巩义市区-中心	住宅	3室2厅1卫	116平米	豪华装修	高层/7	南北	2005年	3276元/平米
科技市场四楼三房有证120平仅40万	明阳花园	巩义市区-中心	公寓	3室2厅1卫	120平米	简单装修	中/7	南北	2003年	3333元/平米
好户型好楼层建业壹号城邦三室两厅两位140平首付45，92万	建业壹号城邦	巩义东区-中心	公寓	3室2厅2卫	140平米	毛坯	中层/33	南北	2017年	6571元/平米
出售东方现代城南苑一梯两户104平精装两室带家具家电首付21	东方现代城南苑	巩义东区-中心	公寓	2室2厅1卫	104平米	豪华装修	中/7	南北	2010年	6442元/平米
市中心 146平 4室2厅 精装	中孚花园	巩义市区-中心	住宅	4室2厅1卫	146平米	简单装修	/		年	4110元/平米
出售东方现代城南苑一梯两户104平精装两室带家具家电首付21	东方现代城南苑	巩义东区-中心	住宅	2室2厅1卫	104平米	中等装修	/		年	6442元/平米
出售桦树世家半地下室一间	华树世家	巩义市区-中心	其他	1室0厅0卫	20平米	简单装修	/		年	3000元/平米
和平东花园三室双气电梯房仅售57万	和平花园	巩义市区-中心	住宅	3室2厅2卫	128平米	中等装修	/		年	4453元/平米
有证可分期陇海花苑2室2厅精装修	陇海花苑	巩义市区-中心	住宅	2室2厅1卫	92平米	中等装修	/6		年	5652元/平米
出售交通路鑫源小区22万，通透3室	鑫源小区	巩义市区-中心	住宅	3室2厅1卫	128平米	简单装修	/		年	2344元/平米
售楼部一手房，正和紫荆城可分期3室2厅2卫	正和紫荆城	巩义东区-中心	住宅	3室2厅2卫	133平米	毛坯	/		年	5865元/平米
东区颐豪园	颐豪园	巩义东区-中心	住宅	3室2厅2卫	147平米	毛坯	14/18		年	5034元/平米
限期1个月抢购建业1号城邦现房	建业壹号城邦	巩义东区-中心	住宅	3室2厅1卫	121平米	毛坯	32/33		年	6398元/平米
南河渡三室两厅两卫126平新房出售	南河渡小区	河洛镇-镇中心	住宅	3室2厅2卫	126平米	毛坯	/		年	952元/平米
30万出售 新兴家园两室两厅一卫简单装修全款可改名字	新兴家园	巩义东区-中心	住宅	2室2厅1卫	91平米	简单装修	/		年	4286元/平米
出售滨河花苑精装两室售价55万急售	滨河花苑	巩义东区-中心	住宅	2室2厅1卫	90平米	中等装修	/		年	6111元/平米
豪邦家园套房出售 有证可过户	豪邦家园	巩义市区-中心	住宅	3室2厅2卫	135平米	中等装修	/		年	4296元/平米
首付30万 精装大三室 随时可以看房 电梯中间楼层 弘泰园	弘泰园	巩义市区-周边	住宅	3室2厅2卫	141平米	中等装修	/		年	5106元/平米
急售市区 新华小区小三室，有证可过户。全款35万	新华小区	巩义市区-中心	住宅	3室2厅1卫	98平米	中等装修	/		年	3571元/平米
商城 华府毛坯三室出售	尚城华府	巩义东区-中心	公寓	3室2厅1卫	115平米	简单装修	底/18	南	2010年	5739元/平米
出售东区两室简装现房未住人中间楼层价格便宜	东方现代城南苑	巩义东区-中心	公寓	2室2厅1卫	91平米	简单装修	中/26	南	2013年	6044元/平米
和平花园电梯房三室二厅中等装修55万	和平花园	巩义市区-中心	公寓	3室2厅1卫	120平米	中等装修	高层/15	南北	2010年	4583元/平米
3900一平方 首付21万 有证可分期 陇海复式 超好采光	陇海花苑	巩义市区-中心	公寓	5室3厅3卫	176平米	毛坯	高层/6	南北	2007年	3977元/平米
精装拎包入住，华树套房，明厨明卫，名校附近！	华树世家	巩义市区-中心	公寓	3室2厅2卫	130平米	豪华装修	高层/6	南北	2007年	5077元/平米
售锦豪园2室1厅1卫，中装修，交通便利	锦豪园商住区	巩义市区-中心	公寓	2室1厅1卫	117平米	简单装修	中层/10	西北	2013年	3162元/平米
市区名仕雅居 毛坯电梯房出售 需要的赶紧联系	名仕雅居	巩义市区-中心	公寓	3室2厅1卫	138平米	毛坯	中层/12	南北	2008年	4058元/平米
和平东花园电梯双气三室两厅57万，介意安置房勿扰	和平花园	巩义市区-中心	公寓	3室2厅2卫	128平米	毛坯	中层/11	南北	2013年	4453元/平米
朗曼祥和家园电梯双气小三室，113平毛坯现房出售！	朗曼祥和家园	巩义市区-中心	公寓	3室2厅1卫	113平米	毛坯	低/30	南北	2015年年	4513元/平米
园丁街 124平，有证可分期	鸿福园	巩义市区-中心	公寓	3室2厅1卫	124平米	简单装修	中层/7	南北	1994年建年	3145元/平米
3900一平方 首付21万 有证可分期 陇海复式 超好采光	陇海花苑	巩义市区-中心	住宅	5室3厅3卫	176平米	简单装修	/		年	3977元/平米
有证可分期！拖厂南苑 103平三室中装，49万首付15万	拖厂南苑	巩义市区-中心	住宅	3室1厅1卫	103平米	简单装修	/		0年	4757元/平米
出售清河湾三室两厅一卫双气 毛坯现房 全款可走一手手续	清河湾	巩义市区-中心	住宅	3室2厅1卫	95平米	毛坯	/		0年	5158元/平米
鑫源小区大三室南北通透	鑫源小区	巩义市区-中心	住宅	3室2厅1卫	134平米	中等装修	/		0年	3358元/平米
有证可分期！陇海花园大复式 户型好 采光好 年轻人的理想空间	陇海花苑	巩义市区-中心	住宅	5室2厅2卫	178平米	毛坯	/		0年	3652元/平米
精装拎包入住，华树套房，明厨明卫，名校附近！	华树世家	巩义市区-中心	住宅	3室2厅2卫	130平米	中等装修	/		0年	5077元/平米
明阳花园二期 拎包入住现房 62万 可改名	明阳花园	巩义市区-中心	住宅	3室2厅2卫	130平米	中等装修	/		0年	4769元/平米
家福园 2室 仅售58W	家福园	巩义东区-中心	住宅	2室2厅1卫	101平米	毛坯	/24		0年	5743元/平米
天玺华府 小三室 可分期 带车位	天玺华府	巩义东区-中心	住宅	3室2厅1卫	89平米	毛坯	低/26		0年	6742元/平米
全款智慧苑房屋出售 要的速度 随时可以看房 中间楼层	智慧苑	巩义市区-中心	住宅	3室2厅1卫	115平米	简单装修	/6		年	3217元/平米
东区精装四室，拎包入住，无公摊，可改名。63万全款！	高尚锦苑	巩义东区-中心	住宅	4室2厅2卫	145平米	中等装修	/		年	4345元/平米
出售御景湾三室两厅两卫双气南北通透 可走一手手续 可分期	御景湾	巩义东区-中心	住宅	3室2厅2卫	132平米	毛坯	/18		年	6667元/平米
出售东方现代城 北苑两室两厅一卫双气毛坯 可分期 现房	东方现代城北苑	巩义东区-中心	住宅	2室2厅1卫	90平米	毛坯	/17		年	5667元/平米
急售东方现代城北苑		巩义东区-中心	住宅	2室2厅1卫	92平米	毛坯	13/26		0年	5652元/平米
